,LSAT,UGPA,region_first,sander_index,first_pf,Amerindian,Asian,Black,Hispanic,Mexican,Other,Puertorican,White,female,male,ZFYA,Knowledge,Init_class,Fair_pred,Fair_pred_class,full_pred,full_pred_class,unaware_pred,unaware_pred_class
17952,39,3.1,MW,0.782738095238,1.0,0,0,0,0,0,0,0,1,0,1,-0.38,-0.006017161413014982,-1.0,0.09988302906555103,1.0,0.2368861710433645,1.0,0.16089656793311935,1.0
19868,36,3.3,NG,0.764285714286,1.0,0,0,0,0,0,0,0,1,1,0,-0.48,-0.07750454854719868,-1.0,0.1137793069154479,1.0,0.15883931649082772,1.0,0.0878376973736783,1.0
9689,41,2.4,NE,0.741071428571,1.0,0,0,0,0,0,0,0,1,0,1,0.32,1.4607740747008788,1.0,-0.18524333212838962,-1.0,0.14107326748746907,1.0,0.04861867306860912,1.0
7106,31,2.4,GL,0.616071428571,1.0,0,0,0,0,0,0,0,1,0,1,0.1,1.815519848310165,1.0,-0.2542015922323458,-1.0,-0.17374274096296194,-1.0,-0.3843036114285123,-1.0
20540,34,2.9,NE,0.70119047619,1.0,0,1,0,0,0,0,0,0,0,1,-1.77,0.33428842809573966,-1.0,0.03373176497178612,1.0,-0.43285822548120967,-1.0,-0.11238238910513676,-1.0
4287,48,3.9,NE,0.971428571429,1.0,0,0,0,0,0,0,0,1,0,1,1.94,-1.356756168088485,1.0,0.3624502495491277,1.0,0.7016789846441602,1.0,0.7777978831393106,1.0
2230,29,3.1,Mt,0.663988095238,0.0,0,0,0,0,0,0,0,1,1,0,-1.46,0.6359388433697858,-1.0,-0.024905403796415787,-1.0,-0.10689649092332587,-1.0,-0.2720257165640021,-1.0
174,36,3.0,MS,0.735714285714,1.0,0,0,0,0,0,0,0,1,0,1,0.36,0.2849766990027705,1.0,0.04331736484059249,1.0,0.1197590677588094,1.0,0.002610975189135001,1.0
8752,37,2.5,NE,0.700595238095,0.0,0,0,0,0,0,0,0,1,0,1,-0.77,1.6399217208358539,-1.0,-0.22006745379021203,-1.0,0.037829164856722386,1.0,-0.09614133333539154,-1.0
3408,37,2.4,SC,0.691071428571,1.0,0,0,0,0,0,0,0,1,0,1,-0.12,1.2377233200427087,-1.0,-0.14188498059791443,-1.0,0.015146864107296487,1.0,-0.12455024073023946,-1.0
1538,34,3.7,MS,0.777380952381,1.0,0,0,0,0,0,0,0,1,1,0,0.33,-0.8043232219686164,1.0,0.2550640095357767,1.0,0.18660531779844547,1.0,0.11488887005364523,1.0
2292,30,3.3,GL,0.689285714286,1.0,0,0,0,0,0,0,0,1,0,1,0.48,-0.5106937018032263,1.0,0.19798600513912396,1.0,-0.0010836350631717728,-1.0,-0.17191567332459456,-1.0
9523,36,3.4,GL,0.77380952381,1.0,0,0,0,0,0,0,0,1,0,1,0.77,-0.8512335024048273,1.0,0.26418279701830943,1.0,0.210488270756513,1.0,0.11624660476852622,1.0
1363,47,2.7,NE,0.844642857143,1.0,0,0,0,0,0,0,0,1,0,1,0.84,0.9938338522829434,1.0,-0.09447583690811044,-1.0,0.39800977480600563,1.0,0.3935987659514253,1.0
4357,39,3.7,FW,0.843630952381,1.0,0,0,0,0,0,0,0,1,1,0,-0.78,-1.0053450598939069,-1.0,0.29414020780923406,1.0,0.34401332202366053,1.0,0.33135001230220595,1.0
680,46,2.6,MS,0.822619047619,1.0,0,0,0,0,0,0,0,1,1,0,1.22,1.0880184863566962,1.0,-0.11278418327168714,-1.0,0.314879219695277,1.0,0.32189763010686523,1.0
13050,34,2.3,MW,0.644047619048,0.0,0,0,1,0,0,0,0,0,0,1,-0.54,1.0808527465951863,-1.0,-0.11139125068990056,-1.0,-0.7771390981514779,-1.0,-0.2828358334742238,-1.0
3664,27,2.3,MS,0.565297619048,0.0,0,0,1,0,0,0,0,0,1,0,-1.5,1.3390637316467093,-1.0,-0.1615843230067896,-1.0,-1.026476957583039,-1.0,-0.5858814326222086,-1.0
18046,44,3.6,MW,0.892857142857,1.0,0,0,0,0,0,0,0,1,0,1,-1.1,-0.6939470615796327,-1.0,0.2336082275543891,1.0,0.5077056790157095,1.0,0.5194022471559188,1.0
508,39,3.7,FW,0.839880952381,1.0,0,0,0,0,0,0,0,1,0,1,1.37,-0.9302893112211169,1.0,0.279550283913549,1.0,0.3729799755399199,1.0,0.33135001230220595,1.0
166,36,2.7,SE,0.707142857143,1.0,0,0,0,0,0,0,0,1,0,1,-0.36,1.1708627501745814,-1.0,-0.12888809970274379,-1.0,0.051712165510531705,1.0,-0.0826157469954083,-1.0
13689,45,3.8,FW,0.924404761905,1.0,0,0,0,0,1,0,0,0,0,1,0.83,-1.7040957288177412,1.0,0.4299688320243128,1.0,0.06877460707978633,1.0,0.6195122903953263,1.0
19874,41,3.0,NE,0.798214285714,1.0,0,0,0,0,0,0,0,1,0,1,0.08,0.1406561517855475,1.0,0.07137152241968092,1.0,0.2771670719840249,1.0,0.21907211743769572,1.0
1914,36,3.5,GL,0.783333333333,1.0,0,0,0,0,0,0,0,1,0,1,-0.1,-0.6057433564249811,-1.0,0.21646250096742153,1.0,0.2331705715059389,1.0,0.14465551216337413,1.0
7263,41,2.6,FW,0.760119047619,1.0,0,0,0,0,0,1,0,0,0,1,-0.58,1.0544865427257175,-1.0,-0.10626598161090296,-1.0,0.01432348686657603,1.0,0.1054364878583045,1.0
10728,41,3.0,NE,0.798214285714,1.0,0,0,0,0,0,0,0,1,0,1,-0.46,0.3219851740119588,-1.0,0.036123367799361594,1.0,0.2771670719840249,1.0,0.21907211743769572,1.0
1104,42,3.0,GL,0.810714285714,1.0,0,0,0,0,0,0,0,1,0,1,0.57,0.6696705012274736,1.0,-0.03146242747177043,-1.0,0.3086486728290678,1.0,0.26236434588740787,1.0
12067,26,2.9,GL,0.60744047619,1.0,0,0,0,0,0,0,0,1,1,0,-1.07,1.2739691485106568,-1.0,-0.14893072843515015,-1.0,-0.24670589495730733,-1.0,-0.45872021670283414,-1.0
2610,45,3.6,MS,0.905357142857,1.0,0,0,0,0,0,0,0,1,0,1,1.58,-0.8578897467417904,1.0,0.2654766898916022,1.0,0.5391872798607529,1.0,0.5626944756056309,1.0
9944,38,2.7,MS,0.732142857143,1.0,0,0,0,0,0,0,0,1,0,1,1.07,1.0589810528025518,1.0,-0.1071396596586069,-1.0,0.11467536720061755,1.0,0.003968709904015988,1.0
5310,44,3.6,SC,0.892857142857,1.0,0,0,0,0,0,0,0,1,0,1,0.48,-0.8984052040547806,1.0,0.27335240160253876,1.0,0.5077056790157095,1.0,0.5194022471559188,1.0
18981,44,3.3,NE,0.864285714286,1.0,0,0,0,0,0,0,0,1,1,0,0.45,0.4391553036445982,1.0,0.013346920899332065,1.0,0.41069212325117244,1.0,0.43417552497137546,1.0
11108,42,3.3,GL,0.839285714286,1.0,0,0,0,0,0,0,0,1,1,0,1.2,0.08991772295371289,1.0,0.08123445535064602,1.0,0.34772892156108615,1.0,0.34759106807195117,1.0
11156,31,3.8,Mt,0.749404761905,1.0,0,0,0,0,0,0,0,1,0,1,-0.45,-0.9806614057314508,-1.0,0.2893420059117663,1.0,0.1438094695290011,1.0,0.013421092099356713,1.0
152,37,3.6,NE,0.805357142857,1.0,0,1,0,0,0,0,0,0,0,1,-0.77,-1.0680722888476977,-1.0,0.30633361754541333,1.0,-0.17963731770009872,-1.0,0.2163566480079342,1.0
13422,40,2.8,SE,0.766666666667,1.0,0,0,0,0,0,0,0,1,0,1,1.49,0.7825110214722732,1.0,-0.05339725101071656,-1.0,0.20032086964012974,1.0,0.11896207419828819,1.0
2832,42,3.4,SE,0.84880952381,1.0,0,0,0,0,0,0,0,1,0,1,-0.88,-0.1916712592664599,-1.0,0.1359719257390421,1.0,0.3993778758267714,1.0,0.3759999754667991,1.0
21683,36,3.5,NW,0.783333333333,0.0,0,0,0,0,0,0,0,1,0,1,-0.67,-0.5554341370083791,-1.0,0.2066830011220533,1.0,0.2331705715059389,1.0,0.14465551216337413,1.0
18364,34,3.5,NE,0.758333333333,1.0,0,0,0,0,0,0,0,1,1,0,0.1,-0.18042211620345922,1.0,0.13378522926231567,1.0,0.14124071629959323,1.0,0.058071055263949845,1.0
3551,38,3.2,NE,0.779761904762,1.0,0,0,0,0,0,0,0,1,0,1,-0.77,-0.31079387325907226,-1.0,0.15912791183124878,1.0,0.2280868709477475,1.0,0.14601324687825512,1.0
19023,42,3.8,MW,0.886904761905,1.0,0,0,0,0,0,0,0,1,1,0,0.61,-1.0116086935969002,1.0,0.2953577819544941,1.0,0.4611404253082161,1.0,0.48963560504618986,1.0
20194,38,2.8,SE,0.741666666667,1.0,0,0,0,0,0,0,0,1,0,1,-1.39,1.0065117578925185,-1.0,-0.09694026743170385,-1.0,0.13735766795004345,1.0,0.0323776172988639,1.0
12541,29,3.8,GL,0.733154761905,1.0,0,0,0,0,0,0,0,1,1,0,1.74,-1.2015915685101823,1.0,0.3322881401946367,1.0,0.05187961432265542,1.0,-0.07316336480006758,-1.0
4538,35,3.0,NG,0.723214285714,1.0,0,0,0,0,0,0,0,1,0,1,0.45,0.4566246974289504,1.0,0.009951083400880023,1.0,0.08827746691376603,1.0,-0.040681253260577144,-1.0
14367,38,3.1,NG,0.770238095238,1.0,0,0,0,0,0,0,0,1,1,0,1.3,0.3973327383205335,1.0,0.021476718496323238,1.0,0.17643791668206177,1.0,0.1176043394834072,1.0
19813,34,3.0,NE,0.710714285714,1.0,0,0,0,0,0,0,0,1,0,1,0.43,0.6210100007195453,1.0,-0.022003418512553982,-1.0,0.05679586606872311,1.0,-0.08397348171028929,-1.0
10014,33,3.5,GL,0.745833333333,1.0,0,0,0,0,0,0,0,1,1,0,1.06,-0.2979301821494496,1.0,0.1566273668679949,1.0,0.1097591154545503,1.0,0.0147788268142377,1.0
12278,37,2.6,SC,0.710119047619,0.0,0,0,0,0,1,0,0,0,1,0,-0.88,0.9271156346602893,-1.0,-0.08150662755661985,-1.0,-0.48423246218992944,-1.0,-0.06773242594054363,-1.0
18955,47,3.7,NG,0.939880952381,1.0,0,0,0,0,0,0,0,1,0,1,1.78,-1.393049644783217,1.0,0.369505259621633,1.0,0.6248327823002651,1.0,0.6776878398999031,1.0
15088,35,3.7,NE,0.789880952381,1.0,0,0,0,0,0,0,0,1,1,0,0.57,-0.7205284475734682,1.0,0.23877532541897262,1.0,0.2180869186434884,1.0,0.15818109850335738,1.0
20728,34,2.8,MS,0.691666666667,1.0,0,0,0,0,0,0,0,1,1,0,0.6,1.1762471132827728,1.0,-0.12993475434764945,-1.0,-0.017535388946388508,-1.0,-0.14079129649998467,-1.0
5141,32,3.4,SE,0.73005952381,1.0,0,0,0,0,0,0,0,1,1,0,1.81,-0.01133138736983931,1.0,0.10091604990200363,1.0,0.05559521386008104,1.0,-0.05692230903032236,-1.0
11814,39,3.5,SE,0.820833333333,1.0,0,0,0,0,0,0,0,1,0,1,-0.18,-0.6628118538666625,-1.0,0.22755592218083326,1.0,0.3276153740410681,1.0,0.27453219751251057,1.0
21123,34,3.4,FW,0.74880952381,1.0,0,0,0,0,0,0,0,1,0,1,0.0,-0.3707623260850221,0.0,0.17078504907048836,1.0,0.1475250690664267,1.0,0.02966214786910193,1.0
3450,38,3.3,NE,0.789285714286,1.0,0,0,0,0,0,0,0,1,1,0,-0.48,0.08733255497020975,-1.0,0.08173698053764142,1.0,0.221802518180914,1.0,0.1744221542731026,1.0
16589,41,3.3,MS,0.826785714286,1.0,0,0,0,0,0,0,0,1,1,0,-0.54,-0.02292640164352246,-1.0,0.10316997953183023,1.0,0.3162473207160432,1.0,0.304298839622239,1.0
13156,43,2.9,NE,0.81369047619,1.0,0,0,0,1,0,0,0,0,1,0,0.81,0.7397389688230344,1.0,-0.045082884635728085,-1.0,-0.09653277714640707,-1.0,0.2772476669422721,1.0
2749,40,3.6,Mt,0.842857142857,1.0,0,0,0,0,0,0,0,1,0,1,0.68,-0.9734451587790884,1.0,0.2879392553468971,1.0,0.3817792756355374,1.0,0.3462333333570706,1.0
18234,25,3.3,NE,0.626785714286,1.0,0,0,0,0,0,1,0,0,1,0,-1.45,0.0826353662286363,-1.0,0.08265005685058305,1.0,-0.3595726749243915,-1.0,-0.3883768155731553,-1.0
12707,32,2.7,SC,0.657142857143,1.0,0,0,0,0,0,0,0,1,1,0,-0.69,1.3089600247688236,-1.0,-0.15573252883921518,-1.0,-0.10318089138590025,-1.0,-0.2557846607942569,-1.0
13131,40,3.6,NE,0.842857142857,1.0,0,0,0,0,0,0,0,1,1,0,0.33,-0.7170992794854797,1.0,0.2381087368855962,1.0,0.352812622119278,1.0,0.3462333333570706,1.0
12251,29,2.4,SC,0.591071428571,1.0,0,0,1,0,0,0,0,0,0,1,0.14,1.1779435148646735,1.0,-0.13026451416504004,-1.0,-0.9118648016272675,-1.0,-0.4708880683279366,-1.0
10179,30,3.5,GL,0.708333333333,1.0,0,0,0,0,0,0,0,1,1,0,-1.32,-0.26725372379213136,-1.0,0.15066423678486665,1.0,0.015314312919420647,1.0,-0.11509785853489873,-1.0
5810,40,3.9,GL,0.871428571429,1.0,0,0,0,0,0,0,0,1,1,0,0.0,-0.9527721019103673,0.0,0.2839206647427219,1.0,0.4208595243675557,1.0,0.43146005554161393,1.0
5634,35,3.0,SC,0.723214285714,0.0,0,0,0,0,0,0,0,1,0,1,-0.72,0.44305694661292283,-1.0,0.012588489000608924,1.0,0.08827746691376603,1.0,-0.040681253260577144,-1.0
11580,32,2.6,NE,0.647619047619,1.0,0,0,1,0,0,0,0,0,1,0,-1.02,0.45292598364050307,-1.0,0.010670068337272118,1.0,-0.8010220511095456,-1.0,-0.28419356818910435,-1.0
13926,43,3.1,GL,0.832738095238,1.0,0,0,0,0,0,0,0,1,1,0,-0.11,0.25078554418423854,-1.0,0.04996370913172358,1.0,0.3338459209072777,1.0,0.33406548173196793,1.0
20879,44,3.4,SE,0.87380952381,1.0,0,0,0,0,0,0,0,1,0,1,0.64,-0.5311785803862104,1.0,0.2019680161752278,1.0,0.4623410775168577,1.0,0.4625844323662234,1.0
1380,40,3.4,GL,0.82380952381,0.0,0,0,0,0,0,0,0,1,1,0,0.36,-0.17223103474699125,1.0,0.13219298273641367,1.0,0.30744802062042575,1.0,0.2894155185673748,1.0
20296,45,3.7,NE,0.914880952381,1.0,0,0,0,0,0,0,0,1,0,1,-0.39,-0.9527168751360487,-1.0,0.2839099293300645,1.0,0.5618695806101788,1.0,0.5911033830004788,1.0
14901,45,3.5,NE,0.895833333333,1.0,0,0,0,0,0,0,0,1,0,1,1.08,-0.7310649299165952,1.0,0.240823489326905,1.0,0.516504979111327,1.0,0.534285568210783,1.0
3832,37,3.3,NE,0.776785714286,1.0,0,0,1,0,0,0,0,0,1,0,-0.03,-1.0301447797795098,-1.0,0.29896097147042483,1.0,-0.48483794163834837,-1.0,0.13112992582339045,1.0
20394,33,3.8,NE,0.774404761905,1.0,0,0,0,0,0,0,0,1,0,1,0.78,-1.0116267197606594,1.0,0.29536128602129813,1.0,0.20677267121908738,1.0,0.100005548998781,1.0
4776,37,3.3,MW,0.776785714286,1.0,0,0,0,0,0,0,0,1,0,1,-0.73,0.4167587604499724,-1.0,0.017700536265432276,1.0,0.21928757085213002,1.0,0.13112992582339045,1.0
4276,42,4.0,MS,0.905952380952,1.0,0,0,0,0,0,0,0,1,0,1,0.14,-1.6293279371873677,1.0,0.4154348834724005,1.0,0.5354716803233273,1.0,0.5464534198358857,1.0
4958,35,2.8,FW,0.704166666667,1.0,0,0,0,0,1,0,0,0,0,1,-0.37,-0.10468806398010277,-1.0,0.11906345141332342,1.0,-0.47286440886490433,-1.0,-0.09749906805027253,-1.0
21363,36,2.7,SE,0.707142857143,1.0,0,0,0,0,0,0,0,1,0,1,1.09,0.717930703705963,1.0,-0.040843623366852835,-1.0,0.051712165510531705,1.0,-0.0826157469954083,-1.0
19193,37,3.4,MS,0.78630952381,0.0,0,0,0,0,0,0,0,1,0,1,-0.26,-0.5264950448116659,-1.0,0.20105759387175792,1.0,0.24196987160155592,1.0,0.15953883321823836,1.0
16662,37,3.5,NG,0.795833333333,1.0,0,0,0,0,0,0,0,1,1,0,0.7,-0.26024114937054327,1.0,0.14930107768069412,1.0,0.23568551883472244,1.0,0.18794774061308628,1.0
7415,37,3.7,GL,0.814880952381,1.0,0,0,0,0,0,0,0,1,0,1,1.34,-1.2003689648650044,1.0,0.332050480928649,1.0,0.3100167738498336,1.0,0.24476555540278166,1.0
3252,38,3.6,FW,0.817857142857,1.0,0,0,0,0,0,0,0,1,0,1,0.02,-0.7264808292054397,1.0,0.239932395950467,1.0,0.3188160739454511,1.0,0.25964887645764634,1.0
18471,37,2.9,MS,0.73869047619,1.0,0,0,0,0,0,0,0,1,0,1,1.35,0.9005528900206676,1.0,-0.0763431533443761,-1.0,0.12855836785442643,1.0,0.017494296243999674,1.0
16673,39,2.9,MS,0.76369047619,1.0,0,0,0,0,0,0,0,1,0,1,-1.53,0.7737123088016741,-1.0,-0.05168688837342293,-1.0,0.19152156954451272,1.0,0.10407875314342396,1.0
21062,28,3.3,SC,0.664285714286,1.0,0,0,0,0,0,0,0,1,0,1,-0.07,-0.02122971032765383,-1.0,0.1028401633936832,1.0,-0.06404683675325806,-1.0,-0.25850013022401885,-1.0
19404,44,3.6,FW,0.892857142857,1.0,0,0,0,0,0,0,0,1,0,1,0.8,-0.7959520645406302,1.0,0.25343675843305874,1.0,0.5077056790157095,1.0,0.5194022471559188,1.0
14300,40,3.3,NE,0.820535714286,1.0,0,0,0,0,0,0,0,1,0,1,0.22,-0.2114783504467246,1.0,0.13982218315469722,1.0,0.31373237338725923,1.0,0.2610066111725269,1.0
15523,42,3.4,MS,0.84880952381,1.0,0,0,0,0,0,0,0,1,0,1,0.46,-0.8615893670117533,1.0,0.2661958510369664,1.0,0.3993778758267714,1.0,0.3759999754667991,1.0
14270,34,3.5,NE,0.758333333333,1.0,0,0,0,0,0,0,0,1,1,0,0.92,-0.4588518805720405,1.0,0.187908586157213,1.0,0.14124071629959323,1.0,0.058071055263949845,1.0
12327,35,3.8,SC,0.799404761905,1.0,0,0,0,0,0,0,0,1,1,0,-0.06,-1.0735623154342278,-1.0,0.3074008118842768,1.0,0.2407692193929143,1.0,0.1865900058982053,1.0
11546,37,2.9,NE,0.73869047619,1.0,0,0,0,0,0,0,0,1,0,1,-0.81,0.743083922302629,-1.0,-0.04573310287436895,-1.0,0.12855836785442643,1.0,0.017494296243999674,1.0
15639,48,3.6,NE,0.942857142857,1.0,0,1,0,0,0,0,0,0,1,0,0.08,-1.312318629596612,1.0,0.3538121330001278,1.0,0.13769363807911583,1.0,0.6925711609547673,1.0
15042,34,3.2,MS,0.729761904762,1.0,0,0,0,0,0,0,0,1,0,1,1.85,-0.1606619261717841,1.0,0.12994408885902325,1.0,0.10216046756757491,1.0,-0.027155666920593458,-1.0
14208,35,2.3,SC,0.656547619048,1.0,0,0,0,0,0,0,0,1,0,1,-0.35,1.831850338482212,-1.0,-0.2573760407323282,-1.0,-0.0704986383322157,-1.0,-0.23954360502451166,-1.0
2468,38,3.0,NW,0.760714285714,1.0,0,0,0,0,0,0,0,1,0,1,0.51,0.4812250345806718,1.0,0.005169077316089232,1.0,0.18272226944889525,1.0,0.08919543208855929,1.0
19504,32,3.7,SC,0.758630952381,1.0,0,0,0,0,0,0,0,1,1,0,0.91,-0.39270051769811104,1.0,0.17504956646860692,1.0,0.12364211610835918,1.0,0.028304413154220942,1.0
16654,40,3.3,MS,0.814285714286,1.0,0,0,0,0,0,0,0,1,0,1,1.31,-0.35191428292320526,1.0,0.16712121891522155,1.0,0.31373237338725923,1.0,0.2610066111725269,1.0
11757,34,2.4,SE,0.653571428571,1.0,0,0,0,0,0,0,0,1,0,1,0.7,1.5528596961791368,1.0,-0.20314365599447765,-1.0,-0.07929793842783273,-1.0,-0.2544269260793759,-1.0
13869,42,2.7,FW,0.782142857143,1.0,0,0,0,1,0,0,0,0,0,1,0.34,0.35003228527139263,1.0,0.030671350785276427,1.0,-0.1444123259740422,-1.0,0.17713762370286457,1.0
16999,40,3.1,SC,0.795238095238,1.0,0,0,0,0,0,0,0,1,0,1,0.19,-0.09247511869090619,1.0,0.11668940351609497,1.0,0.26836777188840744,1.0,0.2041887963828315,1.0
9583,29,2.9,SE,0.63869047619,1.0,0,0,1,0,0,0,0,0,0,1,-0.64,-0.2632035394710595,-1.0,0.14987693025534884,1.0,-0.7984532978801377,-1.0,-0.3288435313536975,-1.0
6696,40,3.0,GL,0.785714285714,1.0,0,0,0,0,0,0,0,1,1,0,2.12,0.29542239797336156,1.0,0.041286848115183954,1.0,0.21671881762272216,1.0,0.17577988898798358,1.0
3180,35,3.3,MW,0.751785714286,1.0,0,0,0,0,0,0,0,1,1,0,-0.47,0.09725541108164078,-1.0,0.07980809809953848,1.0,0.1273577156457848,1.0,0.04454546892396616,1.0
15089,19,3.4,NE,0.56755952381,0.0,0,0,0,0,0,1,0,0,0,1,-0.89,-0.19112841602647224,-1.0,0.13586640362116628,1.0,-0.4968133257289651,-1.0,-0.61972127887658,-1.0
17807,33,3.3,GL,0.726785714286,1.0,0,0,0,0,0,0,0,1,0,1,-0.01,0.05752123575740246,-1.0,0.0875319381023311,1.0,0.09336116747195788,1.0,-0.04203898797545813,-1.0
8275,40,3.4,Mt,0.82380952381,1.0,0,0,0,0,0,0,0,1,0,1,1.38,-0.44211790733023365,1.0,0.18465570546002927,1.0,0.33641467413668513,1.0,0.2894155185673748,1.0
9065,24,2.6,Mt,0.547619047619,0.0,0,0,0,0,0,0,0,1,1,0,-0.89,1.20346286411096,-1.0,-0.1352251650139697,-1.0,-0.3777159988956713,-1.0,-0.6305313957868017,-1.0
11030,37,3.1,GL,0.757738095238,1.0,0,0,0,0,0,0,0,1,0,1,0.17,0.12406416707088445,1.0,0.0745968022756004,1.0,0.17392296935327822,1.0,0.07431211103369506,1.0
19431,40,3.2,SC,0.804761904762,1.0,0,0,0,0,0,0,0,1,1,0,0.43,-0.1336851954196131,1.0,0.1247001407859125,1.0,0.2620834191215744,1.0,0.2325977037776794,1.0
4557,33,3.5,SE,0.745833333333,1.0,0,0,0,0,0,0,0,1,1,0,0.32,-0.16754824593315581,1.0,0.13128270559413538,1.0,0.1097591154545503,1.0,0.0147788268142377,1.0
7812,39,3.5,NE,0.820833333333,1.0,0,0,0,0,0,0,0,1,0,1,0.85,-1.0148766314392546,1.0,0.29599302929075927,1.0,0.3276153740410681,1.0,0.27453219751251057,1.0
12839,45,3.4,FW,0.88630952381,1.0,0,0,0,0,0,0,0,1,1,0,0.66,-0.1423908453610158,1.0,0.12639241316149386,1.0,0.46485602484564126,1.0,0.5058766608159355,1.0
6297,38,3.2,NE,0.779761904762,1.0,0,0,0,0,0,0,0,1,0,1,-1.05,-0.13618680796044239,-1.0,0.12518642381196435,1.0,0.2280868709477475,1.0,0.14601324687825512,1.0
21640,39,3.4,NE,0.81130952381,1.0,0,0,0,0,0,0,0,1,1,0,0.79,0.26312284451662316,1.0,0.04756548812786118,1.0,0.27596641977538283,1.0,0.24612329011766265,1.0
14534,41,3.7,FW,0.864880952381,1.0,0,0,0,0,0,0,0,1,1,0,0.57,-0.685185629813678,1.0,0.23190511187114154,1.0,0.4069765237137468,1.0,0.41793446920163024,1.0
21468,44,3.5,FW,0.883333333333,1.0,0,0,0,0,0,0,0,1,0,1,-0.45,-0.321453919395757,-1.0,0.16120009503651878,1.0,0.4850233782662836,1.0,0.49099333976107085,1.0
1132,27,2.7,GL,0.600892857143,0.0,0,0,0,0,0,0,0,1,1,0,0.0,1.5881152769618703,0.0,-0.20999691173589607,-1.0,-0.2605888956111162,-1.0,-0.4722458030428174,-1.0
10642,22,2.4,SC,0.503571428571,0.0,0,0,0,0,0,0,0,1,0,1,-0.9,1.9402164253627814,-1.0,-0.2784410888921087,-1.0,-0.45707714856835,-1.0,-0.7739336674759214,-1.0
10521,40,3.0,NE,0.785714285714,1.0,0,0,0,0,0,0,0,1,1,0,-0.29,0.4380393840148978,-1.0,0.013563842091365047,1.0,0.21671881762272216,1.0,0.17577988898798358,1.0
19445,40,2.7,MS,0.757142857143,1.0,0,0,0,0,0,0,0,1,0,1,1.08,0.8074430595430782,1.0,-0.058243735716414266,-1.0,0.17763856889070384,1.0,0.09055316680344028,1.0
20908,42,3.0,SE,0.810714285714,1.0,0,0,0,0,0,0,0,1,1,0,-1.05,0.4391203174038222,-1.0,0.013353721798654822,1.0,0.27968201931280845,1.0,0.26236434588740787,1.0
2871,39,3.1,SE,0.782738095238,1.0,0,0,0,0,0,0,0,1,0,1,0.17,0.21048540517379535,1.0,0.057797565585693704,1.0,0.2368861710433645,1.0,0.16089656793311935,1.0
12996,36,3.9,MW,0.821428571429,1.0,0,0,0,0,0,0,0,1,1,0,0.92,-0.777569792479142,1.0,0.24986346850990965,1.0,0.29493312098738356,1.0,0.25829114174276535,1.0
1772,40,2.8,SE,0.766666666667,1.0,0,0,0,0,0,0,0,1,0,1,1.46,0.8838267291866457,1.0,-0.07309179128416608,-1.0,0.20032086964012974,1.0,0.11896207419828819,1.0
10593,32,2.5,NG,0.644345238095,1.0,0,0,0,0,0,0,0,1,1,0,0.02,1.3155475555035792,1.0,-0.15701306462468279,-1.0,-0.1485454928847525,-1.0,-0.31260247558395227,-1.0
1913,35,3.5,GL,0.770833333333,1.0,0,0,0,0,0,0,0,1,1,0,0.76,-0.4598480179857555,1.0,0.18810222314455566,1.0,0.1727223171446366,1.0,0.10136328371366199,1.0
14212,40,2.6,SC,0.747619047619,0.0,0,0,0,0,0,0,0,1,0,1,-1.0,0.9722801095388642,-1.0,-0.09028605169026886,-1.0,0.15495626814127794,1.0,0.062144259408592806,1.0
9256,31,2.9,FW,0.66369047619,1.0,0,0,0,0,0,1,0,0,0,1,-0.97,0.3946041154280032,-1.0,0.022007129571370895,1.0,-0.23244561933557728,-1.0,-0.2422590744542732,-1.0
12602,40,3.2,GL,0.804761904762,1.0,0,0,0,0,0,0,0,1,1,0,1.99,0.21761108445277963,1.0,0.05641242027405776,1.0,0.2620834191215744,1.0,0.2325977037776794,1.0
14188,35,2.8,SC,0.704166666667,1.0,0,0,0,0,0,0,0,1,0,1,1.22,0.7198465959672017,1.0,-0.041216049500468074,-1.0,0.042912865414914236,1.0,-0.09749906805027253,-1.0
15417,38,3.6,MS,0.817857142857,1.0,0,0,0,0,0,0,0,1,1,0,1.12,-0.6748516662173742,1.0,0.22989631514235065,1.0,0.2898494204291917,1.0,0.25964887645764634,1.0
1105,37,3.8,GL,0.824404761905,1.0,0,0,0,0,0,0,0,1,1,0,-1.18,-0.8684184610514868,-1.0,0.2675233437883952,1.0,0.30373242108300014,1.0,0.2731744627976296,1.0
17077,34,2.9,FW,0.70119047619,1.0,0,0,0,0,0,0,0,1,1,0,-1.29,1.249668320641816,-1.0,-0.1442069433090541,-1.0,0.005146911803037835,1.0,-0.11238238910513676,-1.0
19345,41,4.0,MS,0.893452380952,1.0,0,0,0,0,0,0,0,1,1,0,0.15,-1.6285621636306649,1.0,0.4152860264146642,1.0,0.47502342596202496,1.0,0.5031611913861735,1.0
4956,34,2.6,FW,0.672619047619,1.0,0,0,0,0,0,0,0,1,1,0,0.71,1.6728630107677134,1.0,-0.22647083956185732,-1.0,-0.0628999904452403,-1.0,-0.19760911128968006,-1.0
8307,34,3.1,FW,0.720238095238,1.0,0,1,0,0,0,0,0,0,0,1,-0.78,0.444515034484643,-1.0,0.012305054467507903,1.0,-0.38749362398235787,-1.0,-0.05556457431544137,-1.0
21187,42,3.1,FW,0.820238095238,1.0,0,0,0,0,0,0,0,1,1,0,0.56,0.48138860392615007,1.0,0.005137281426441945,1.0,0.30236432006223435,1.0,0.2907732532822558,1.0
